,location,total_sqft,bath,price,bhk
3553,JP Nagar,1157.0,2.0,73.0,2.0
3557,Jakkur,1590.0,2.0,125.0,2.0
3558,Jakkur,1279.0,2.0,77.0,2.0
3559,Jakkur,1710.0,3.0,107.0,3.0
3560,Jakkur,1396.0,2.0,86.51,2.0
3562,Jakkur,1865.0,3.0,124.0,3.0
3564,Jakkur,1760.0,3.0,139.0,3.0
3565,Jakkur,1290.0,2.0,100.0,2.0
3566,Jakkur,1452.19,2.0,100.0,2.0
3567,Jakkur,1798.0,3.0,120.0,3.0
3568,Jakkur,1300.0,2.0,85.0,2.0
3569,Jakkur,1950.0,3.0,131.0,3.0
3571,Jakkur,1230.0,2.0,76.0,2.0
3573,Jakkur,1290.0,2.0,80.0,2.0
3574,Jakkur,1760.0,3.0,110.0,3.0
3576,Jakkur,1483.0,2.0,98.0,2.0
3577,Jakkur,1482.0,3.0,86.0,3.0
3578,Jakkur,1645.0,3.0,100.0,3.0
3579,Jakkur,1650.0,3.0,111.0,3.0
3581,Jakkur,2423.0,4.0,160.0,4.0
3582,Jakkur,2197.0,3.0,136.0,3.0
3583,Jakkur,1125.0,2.0,65.0,2.0
3584,Jakkur,1230.0,2.0,79.0,2.0
3585,Jakkur,1202.0,2.0,79.0,2.0
3586,Jakkur,1858.0,3.0,123.0,3.0
3587,Jakkur,1798.0,3.0,110.0,3.0
3588,Jakkur,1785.0,3.0,130.0,3.0
3589,Jakkur,1080.0,2.0,60.0,2.0
3590,Jakkur,1816.0,3.0,119.0,3.0
3591,Jakkur,1424.0,2.0,80.0,2.0
3592,Jakkur,1290.0,2.0,85.0,2.0
3593,Jakkur,1300.0,2.0,80.0,2.0
3594,Jakkur,1290.0,2.0,80.04,2.0
3595,Jakkur,1282.0,2.0,72.0,2.0
3597,Jakkur,1660.0,3.0,104.0,3.0
3598,Jakkur,1291.0,2.0,75.0,2.0
3599,Jakkur,1473.0,2.0,85.0,2.0
3601,Jakkur,1660.0,3.0,104.0,3.0
3602,Jakkur,1950.0,3.0,131.0,3.0
3603,Jakkur,1432.0,2.0,85.0,2.0
3604,Jakkur,1150.0,3.0,65.0,3.0
3605,Jakkur,1710.0,3.0,110.0,3.0
3606,Jalahalli,1400.0,3.0,77.0,3.0
3607,Jalahalli,2250.0,3.0,160.0,3.0
3608,Jalahalli,1694.0,2.0,125.0,2.0
3609,Jalahalli,1870.0,3.0,110.0,3.0
3610,Jalahalli,1400.0,1.0,80.0,1.0
3611,Jalahalli,1045.0,2.0,76.77,2.0
3612,Jalahalli,1615.0,3.0,89.75,3.0
3613,Jalahalli,2113.0,3.0,155.0,3.0
3614,Jalahalli,1932.0,4.0,135.0,4.0
3615,Jalahalli,1045.0,2.0,58.0,2.0
3616,Jalahalli,1200.0,4.0,90.0,4.0
3618,Jalahalli,2384.0,4.0,165.0,4.0
3619,Jalahalli,790.0,2.0,49.5,2.0
3620,Jalahalli,1395.0,3.0,82.0,3.0
3621,Jalahalli,1770.0,3.0,100.0,3.0
3622,Jalahalli,1569.0,3.0,118.0,3.0
3623,Jalahalli,600.0,1.0,37.0,1.0
3624,Jalahalli,615.0,1.0,46.0,1.0
3625,Jalahalli,2404.0,3.0,138.0,3.0
3626,Jalahalli,905.0,2.0,55.0,2.0
3627,Jalahalli,1000.0,2.0,70.0,2.0
3628,Jalahalli,615.0,1.0,46.0,1.0
3629,Jalahalli,1704.0,3.0,94.36,3.0
3630,Jalahalli,1470.0,2.0,102.0,2.0
3631,Jalahalli,1244.0,2.0,88.0,2.0
3632,Jalahalli,1407.0,2.0,98.49,2.0
3633,Jalahalli,1200.0,2.0,66.0,2.0
3634,Jalahalli,1530.0,2.0,89.0,2.0
3635,Jalahalli,1045.0,2.0,76.77,2.0
3637,Jalahalli,2086.0,3.0,160.0,3.0
3638,Jalahalli,980.0,2.0,60.0,2.0
3640,Jalahalli,1881.0,3.0,115.0,3.0
3641,Jalahalli,1405.0,2.0,85.0,2.0
3642,Jalahalli East,750.0,1.0,40.0,1.0
3644,Jalahalli East,1020.0,2.0,58.0,2.0
3646,Jalahalli East,1475.0,3.0,96.0,3.0
3651,Jalahalli East,1200.0,4.0,80.0,4.0
3654,Jigani,918.0,2.0,52.0,2.0
3658,Jigani,927.0,2.0,55.0,2.0
3662,Jigani,918.0,2.0,63.2,2.0
3664,Jigani,918.0,2.0,55.0,2.0
3665,Jigani,2400.0,3.0,149.0,3.0
3671,Jigani,1221.0,3.0,72.0,3.0
3676,Jigani,1200.0,3.0,65.0,3.0
3677,Jigani,914.0,2.0,55.0,2.0
3681,Jigani,1221.0,3.0,75.0,3.0
3682,Jigani,1252.0,3.0,70.0,3.0
3686,Jigani,1221.0,3.0,70.0,3.0
3690,Jigani,918.0,2.0,56.0,2.0
3695,Judicial Layout,2070.0,3.0,162.0,3.0
3696,Judicial Layout,1700.0,3.0,155.0,3.0
3699,Judicial Layout,5400.0,4.0,700.0,4.0
3700,Judicial Layout,1500.0,3.0,162.0,3.0
3702,Judicial Layout,1989.0,4.0,155.0,4.0
3707,KR Puram,1200.0,2.0,71.0,2.0
3711,KR Puram,1470.0,2.0,86.0,2.0
3712,KR Puram,714.0,1.0,28.0,1.0
3722,KR Puram,1156.0,2.0,72.0,2.0
3723,KR Puram,1000.0,2.0,60.0,2.0
3731,KR Puram,1200.0,1.0,65.0,1.0
3732,KR Puram,1076.0,2.0,67.0,2.0
3738,KR Puram,1200.0,4.0,83.0,4.0
3746,KR Puram,1700.0,3.0,105.0,3.0
3747,KR Puram,1200.0,2.0,72.0,2.0
3748,KR Puram,3628.0,4.0,246.0,4.0
3758,KR Puram,700.0,1.0,21.5,1.0
3766,KR Puram,1200.0,2.0,75.0,2.0
3769,Kadubeesanahalli,1532.0,3.0,115.0,3.0
3772,Kadubeesanahalli,1257.0,2.0,93.0,2.0
3773,Kadubeesanahalli,1365.0,3.0,80.0,3.0
3774,Kadubeesanahalli,1257.0,2.0,105.0,2.0
3777,Kadubeesanahalli,1140.0,2.0,78.0,2.0
3782,Kadugodi,1890.0,4.0,127.0,4.0
3784,Kadugodi,1762.0,3.0,110.0,3.0
3785,Kadugodi,1900.0,3.0,108.0,3.0
3790,Kadugodi,1314.0,2.0,78.0,2.0
3791,Kadugodi,1762.0,3.0,112.0,3.0
3792,Kadugodi,1314.0,2.0,83.0,2.0
3793,Kadugodi,1351.0,2.0,78.0,2.0
3795,Kadugodi,1890.0,4.0,125.0,4.0
3798,Kadugodi,1762.0,3.0,112.0,3.0
3799,Kadugodi,1890.0,4.0,125.0,4.0
3804,Kadugodi,1875.0,2.0,110.0,2.0
3806,Kadugodi,1762.0,3.0,109.0,3.0
3807,Kadugodi,1314.0,2.0,80.0,2.0
3825,Kaggadasapura,1180.0,1.0,50.0,1.0
3858,Kaggalipura,700.0,1.0,38.0,1.0
3860,Kaggalipura,700.0,1.0,36.0,1.0
3862,Kaggalipura,1000.0,2.0,60.0,2.0
3866,Kaggalipura,700.0,1.0,35.0,1.0
3870,Kaggalipura,950.0,2.0,60.0,2.0
3871,Kaikondrahalli,1645.0,3.0,100.0,3.0
3876,Kaikondrahalli,1342.0,3.0,92.0,3.0
3877,Kaikondrahalli,1605.0,3.0,105.0,3.0
3878,Kaikondrahalli,1253.0,2.0,81.5,2.0
3879,Kaikondrahalli,991.0,2.0,64.0,2.0
3880,Kaikondrahalli,1250.0,2.0,78.0,2.0
3883,Kalena Agrahara,1804.0,3.0,120.0,3.0
3885,Kalena Agrahara,1325.0,2.0,76.0,2.0
3886,Kalena Agrahara,1450.0,2.0,85.0,2.0
3891,Kalena Agrahara,610.0,1.0,39.0,1.0
3893,Kalena Agrahara,1450.0,3.0,100.0,3.0
3902,Kalena Agrahara,1200.0,3.0,70.0,3.0
3904,Kalyan nagar,1375.0,3.0,75.0,3.0
3907,Kalyan nagar,1640.0,3.0,88.0,3.0
3909,Kalyan nagar,1080.0,2.0,73.0,2.0
3910,Kalyan nagar,2422.0,3.0,150.0,3.0
3917,Kalyan nagar,2285.0,4.0,165.0,4.0
3918,Kalyan nagar,1100.0,2.0,70.0,2.0
3939,Kammanahalli,1666.0,4.0,150.0,4.0
3940,Kammanahalli,700.0,1.0,59.0,1.0
3941,Kammanahalli,600.0,2.0,50.0,2.0
3942,Kammanahalli,1200.0,2.0,80.0,2.0
3944,Kammanahalli,1200.0,1.0,81.0,1.0
3945,Kammanahalli,2900.0,4.0,200.0,4.0
3946,Kammanahalli,1200.0,3.0,80.0,3.0
3957,Kammasandra,1030.0,1.0,25.75,1.0
3969,Kammasandra,610.0,1.0,18.5,1.0
3971,Kanakapura,711.0,1.0,36.0,1.0
3972,Kanakapura,711.0,1.0,38.0,1.0
3974,Kanakapura,551.0,1.0,30.0,1.0
3976,Kanakapura,1699.0,3.0,97.0,3.0
3984,Kanakapura,1254.0,2.0,70.0,2.0
3985,Kanakapura,2200.0,3.0,121.0,3.0
3993,Kanakapura,938.0,1.0,50.0,1.0
3998,Kanakpura Road,950.0,2.0,57.0,2.0
4001,Kanakpura Road,525.0,1.0,26.0,1.0
4005,Kanakpura Road,525.0,1.0,27.25,1.0
4007,Kanakpura Road,525.0,1.0,30.0,1.0
4009,Kanakpura Road,1339.0,2.0,75.0,2.0
4011,Kanakpura Road,525.0,1.0,26.0,1.0
4014,Kanakpura Road,1290.0,2.0,74.0,2.0
4018,Kanakpura Road,1542.0,2.0,85.0,2.0
4021,Kanakpura Road,900.0,1.0,45.0,1.0
4025,Kanakpura Road,1495.0,2.0,90.0,2.0
4028,Kanakpura Road,1560.0,3.0,92.0,3.0
4039,Kanakpura Road,1500.0,3.0,97.0,3.0
4040,Kanakpura Road,700.0,1.0,35.0,1.0
4041,Kanakpura Road,1366.0,3.0,76.85,3.0
4043,Kanakpura Road,525.0,1.0,25.0,1.0
4045,Kanakpura Road,2265.0,3.0,136.0,3.0
4050,Kanakpura Road,2200.0,3.0,130.0,3.0
4051,Kanakpura Road,525.0,1.0,30.0,1.0
4054,Kanakpura Road,525.0,1.0,30.0,1.0
4060,Kanakpura Road,700.0,2.0,40.0,2.0
4064,Kanakpura Road,2775.0,3.0,165.0,3.0
4066,Kanakpura Road,1290.0,2.0,80.0,2.0
4071,Kanakpura Road,1868.0,3.0,113.0,3.0
4073,Kanakpura Road,1366.0,2.0,83.0,2.0
4074,Kanakpura Road,700.0,2.0,40.0,2.0
4078,Kanakpura Road,670.0,1.0,35.0,1.0
4085,Kanakpura Road,525.0,1.0,30.0,1.0
4088,Kanakpura Road,1498.0,3.0,95.0,3.0
4091,Kanakpura Road,712.0,1.0,38.44,1.0
4095,Kanakpura Road,1507.0,2.0,95.0,2.0
4099,Kanakpura Road,1339.0,2.0,85.0,2.0
4100,Kanakpura Road,525.0,1.0,27.0,1.0
4101,Kanakpura Road,525.0,1.0,27.5,1.0
4102,Kanakpura Road,525.0,1.0,26.25,1.0
4104,Kanakpura Road,525.0,1.0,26.0,1.0
4105,Kanakpura Road,1050.0,2.0,59.0,2.0
4106,Kanakpura Road,1600.0,3.0,90.0,3.0
4121,Kanakpura Road,700.0,2.0,41.0,2.0
4125,Kanakpura Road,700.0,1.0,41.0,1.0
4128,Kanakpura Road,1140.0,2.0,65.0,2.0
4130,Kanakpura Road,700.0,2.0,40.0,2.0
4133,Kanakpura Road,525.0,1.0,26.01,1.0
4137,Kanakpura Road,1698.0,2.0,105.0,2.0
4168,Kanakpura Road,850.0,1.0,37.32,1.0
4170,Kanakpura Road,525.0,1.0,30.0,1.0
4171,Kanakpura Road,1938.0,3.0,105.0,3.0
4173,Kanakpura Road,525.0,1.0,26.0,1.0
4178,Kanakpura Road,1622.0,3.0,95.0,3.0
4183,Kannamangala,957.0,2.0,58.0,2.0
4184,Kannamangala,957.0,2.0,56.0,2.0
4185,Kannamangala,3000.0,4.0,200.0,4.0
4186,Kannamangala,1536.0,3.0,89.0,3.0
4188,Kannamangala,1574.0,3.0,93.34,3.0
4190,Kannamangala,1536.0,3.0,104.0,3.0
4191,Kannamangala,957.0,2.0,54.5,2.0
4193,Kannamangala,957.0,2.0,55.0,2.0
4194,Kannamangala,957.0,2.0,56.0,2.0
4195,Karuna Nagar,2500.0,3.0,180.0,3.0
4196,Karuna Nagar,2500.0,3.0,190.0,3.0
4197,Karuna Nagar,1962.0,3.0,175.0,3.0
4198,Karuna Nagar,1057.0,2.0,65.0,2.0
4199,Karuna Nagar,1354.0,2.0,98.0,2.0
4200,Karuna Nagar,1945.0,3.0,115.0,3.0
4201,Karuna Nagar,1960.0,3.0,165.0,3.0
4203,Kasavanhalli,1563.05,3.0,105.0,3.0
4204,Kasavanhalli,1717.0,3.0,99.0,3.0
4206,Kasavanhalli,3260.0,4.0,240.0,4.0
4207,Kasavanhalli,1349.0,2.0,78.0,2.0
4208,Kasavanhalli,1121.0,2.0,78.0,2.0
4211,Kasavanhalli,1200.0,2.0,78.0,2.0
4214,Kasavanhalli,1476.0,3.0,89.0,3.0
4215,Kasavanhalli,1493.0,3.0,82.0,3.0
4217,Kasavanhalli,1719.0,3.0,116.0,3.0
4220,Kasavanhalli,2170.0,3.0,151.0,3.0
4223,Kasavanhalli,1476.0,3.0,95.0,3.0
4226,Kasavanhalli,1787.0,3.0,123.0,3.0
4228,Kasavanhalli,1691.0,3.0,104.0,3.0
4233,Kasavanhalli,1863.0,3.0,105.0,3.0
4234,Kasavanhalli,1667.0,3.0,92.0,3.0
4235,Kasavanhalli,1494.0,3.0,82.0,3.0
4237,Kasavanhalli,770.0,1.0,43.82,1.0
4242,Kasavanhalli,4260.0,4.0,333.0,4.0
4243,Kasavanhalli,1495.0,2.0,83.0,2.0
4244,Kasavanhalli,5000.0,,400.0,2.0
4245,Kasavanhalli,4000.0,4.0,325.0,4.0
4246,Kasavanhalli,1225.0,2.0,69.0,2.0
4247,Kasavanhalli,1917.0,3.0,132.0,3.0
4248,Kasavanhalli,1375.0,2.0,78.0,2.0
4249,Kasavanhalli,4408.0,4.0,344.0,4.0
4250,Kasavanhalli,1309.0,2.0,95.0,2.0
4251,Kasavanhalli,1476.0,3.0,105.0,3.0
4252,Kasavanhalli,1158.0,2.0,67.0,2.0
4253,Kasavanhalli,1214.0,2.0,67.0,2.0
4255,Kasavanhalli,1495.0,2.0,110.0,2.0
4258,Kasavanhalli,1100.0,2.0,68.0,2.0
4259,Kasavanhalli,1715.0,3.0,112.0,3.0
4260,Kasavanhalli,1100.0,2.0,65.0,2.0
4264,Kasavanhalli,1585.0,2.0,90.0,2.0
4265,Kasavanhalli,1245.0,2.0,80.0,2.0
4266,Kasavanhalli,2035.0,3.0,142.0,3.0
4267,Kasavanhalli,1747.0,3.0,110.0,3.0
4268,Kasavanhalli,1377.0,2.0,80.0,2.0
4270,Kasavanhalli,1121.0,2.0,75.0,2.0
4271,Kasturi Nagar,1925.0,3.0,125.0,3.0
4272,Kasturi Nagar,1567.0,2.0,92.0,2.0
4274,Kasturi Nagar,1565.0,3.0,88.5,3.0
4275,Kasturi Nagar,1080.0,2.0,80.0,2.0
4276,Kasturi Nagar,1101.0,2.0,65.0,2.0
4278,Kasturi Nagar,1896.0,3.0,125.0,3.0
4280,Kasturi Nagar,1570.0,3.0,110.0,3.0
4281,Kasturi Nagar,1000.0,2.0,58.0,2.0
4282,Kasturi Nagar,1101.0,2.0,66.0,2.0
4284,Kathriguppe,1400.0,2.0,77.0,2.0
4285,Kathriguppe,1250.0,2.0,68.75,2.0
4286,Kathriguppe,1245.0,2.0,68.48,2.0
4287,Kathriguppe,1350.0,2.0,87.01,2.0
4288,Kathriguppe,1350.0,2.0,80.99,2.0
4289,Kathriguppe,1365.0,2.0,75.08,2.0
4290,Kathriguppe,1300.0,3.0,77.99,3.0
4291,Kathriguppe,1350.0,2.0,80.99,2.0
4292,Kathriguppe,1390.0,2.0,76.45,2.0
4293,Kathriguppe,1350.0,3.0,78.3,3.0
4294,Kathriguppe,1250.0,2.0,68.75,2.0
4295,Kathriguppe,1300.0,3.0,77.99,3.0
4296,Kathriguppe,1335.0,2.0,73.43,2.0
4297,Kathriguppe,1300.0,3.0,77.99,3.0
4298,Kathriguppe,1300.0,3.0,77.99,3.0
4299,Kathriguppe,1335.0,2.0,73.43,2.0
4300,Kathriguppe,1350.0,3.0,80.99,3.0
4301,Kathriguppe,1250.0,2.0,68.75,2.0
4302,Kathriguppe,1350.0,3.0,80.99,3.0
4303,Kaval Byrasandra,460.0,1.0,22.0,1.0
4313,Kaval Byrasandra,480.0,1.0,25.0,1.0
4318,Kaval Byrasandra,1025.0,2.0,60.0,2.0
4319,Kaval Byrasandra,1400.0,3.0,75.0,3.0
4320,Kenchenahalli,1015.0,2.0,58.0,2.0
4321,Kenchenahalli,715.0,1.0,45.0,1.0
4325,Kenchenahalli,870.0,1.0,45.0,1.0
4327,Kenchenahalli,700.0,1.0,35.0,1.0
4330,Kenchenahalli,1720.0,3.0,100.0,3.0
4331,Kenchenahalli,1015.0,2.0,60.0,2.0
4340,Kengeri,1025.0,2.0,57.0,2.0
4350,Kengeri,416.0,1.0,19.5,1.0
4354,Kengeri,502.0,1.0,25.0,1.0
4356,Kengeri,1200.0,3.0,67.0,3.0
4358,Kengeri,500.0,1.0,17.0,1.0
4359,Kengeri,540.0,1.0,22.5,1.0
4368,Kengeri,416.0,1.0,18.0,1.0
4370,Kengeri,883.0,2.0,49.0,2.0
4374,Kengeri,1150.0,1.0,52.0,1.0
4378,Kengeri,600.0,1.0,35.0,1.0
4381,Kengeri,410.0,1.0,15.0,1.0
4382,Kengeri,416.0,1.0,17.19,1.0
4386,Kengeri,550.0,1.0,16.75,1.0
4390,Kengeri Satellite Town,930.0,1.0,30.0,1.0
4394,Kengeri Satellite Town,635.0,1.0,22.0,1.0
4400,Kengeri Satellite Town,654.0,1.0,22.0,1.0
4405,Kengeri Satellite Town,410.0,1.0,15.0,1.0
4419,Kereguddadahalli,600.0,1.0,19.5,1.0
4427,Kodichikkanahalli,650.0,1.0,38.0,1.0
4436,Kodichikkanahalli,1025.0,2.0,66.0,2.0
4439,Kodichikkanahalli,450.0,1.0,18.0,1.0
4455,Kodigehaali,2120.0,3.0,177.0,3.0
4460,Kodigehaali,1442.0,3.0,80.0,3.0
4461,Kodigehalli,1270.0,2.0,98.0,2.0
4463,Kodigehalli,655.0,1.0,53.0,1.0
4464,Kodigehalli,1820.0,3.0,150.0,3.0
4465,Kodigehalli,500.0,1.0,55.0,1.0
4466,Kodigehalli,635.0,1.0,28.0,1.0
4467,Kodigehalli,1200.0,4.0,156.0,4.0
4468,Kodihalli,3252.0,5.0,335.0,5.0
4469,Kodihalli,2700.0,4.0,270.0,4.0
4470,Kodihalli,2392.0,4.0,260.0,4.0
4471,Kodihalli,2408.0,4.0,260.0,4.0
4472,Kodihalli,2500.0,4.0,260.0,4.0
4473,Kodihalli,1620.0,3.0,130.0,3.0
4474,Kodihalli,3260.0,5.0,388.0,5.0
4475,Kodihalli,3197.0,5.0,335.0,5.0
4476,Kodihalli,1490.0,2.0,150.0,2.0
4483,Kogilu,1934.0,3.0,150.0,3.0
4484,Kogilu,540.0,1.0,36.0,1.0
4485,Kogilu,1559.0,3.0,127.0,3.0
4488,Kogilu,1559.0,3.0,120.0,3.0
4489,Kogilu,700.0,1.0,30.84,1.0
4493,Kogilu,700.0,1.0,30.84,1.0
4498,Konanakunte,2791.0,3.0,223.0,3.0
4499,Konanakunte,884.0,1.0,58.0,1.0
4500,Konanakunte,1200.0,4.0,125.0,4.0
4501,Konanakunte,1200.0,2.0,130.0,2.0
4502,Konanakunte,2400.0,2.0,180.0,2.0
4503,Konanakunte,3746.0,6.0,375.0,6.0
4504,Konanakunte,1423.0,2.0,85.0,2.0
4505,Koramangala,1320.0,2.0,165.0,2.0
4506,Koramangala,1253.0,2.0,102.0,2.0
4507,Koramangala,1580.0,3.0,160.0,3.0
4508,Koramangala,1750.0,3.0,130.0,3.0
4509,Koramangala,3500.0,5.0,425.0,5.0
4510,Koramangala,1005.0,1.0,110.0,1.0
4511,Koramangala,2292.0,4.0,275.0,4.0
4512,Koramangala,1835.0,2.0,155.0,2.0
4513,Koramangala,1290.0,2.0,100.0,2.0
4514,Koramangala,1300.0,2.0,110.0,2.0
4515,Koramangala,2200.0,3.0,180.0,3.0
4516,Koramangala,1325.0,2.0,119.0,2.0
4517,Koramangala,1140.0,2.0,75.2,2.0
4518,Koramangala,1260.0,2.0,100.0,2.0
4519,Koramangala,1975.0,3.0,210.0,3.0
4520,Koramangala,1900.0,2.0,200.0,2.0
4521,Koramangala,1750.0,3.0,130.0,3.0
4522,Koramangala,2292.0,3.0,286.0,3.0
4523,Koramangala,2300.0,3.0,290.0,3.0
4524,Koramangala,1594.0,3.0,125.0,3.0
4525,Koramangala,1760.0,2.0,115.0,2.0
4526,Koramangala,2503.0,6.0,325.0,6.0
4527,Koramangala,1900.0,3.0,150.0,3.0
4528,Koramangala,1320.0,2.0,150.0,2.0
4529,Koramangala,1320.0,2.0,110.0,2.0
4530,Koramangala,5985.0,4.0,775.0,4.0
4531,Koramangala,2461.0,6.0,353.0,6.0
4532,Koramangala,1615.0,3.0,115.0,3.0
4533,Koramangala,2246.0,3.0,300.0,3.0
4534,Koramangala,1716.0,2.0,115.0,2.0
4535,Koramangala,1500.0,3.0,135.0,3.0
4536,Koramangala,1083.0,2.0,100.0,2.0
4537,Koramangala,1744.0,3.0,200.0,3.0
4538,Koramangala,1180.0,2.0,128.0,2.0
4539,Koramangala,1320.0,2.0,160.0,2.0
4540,Koramangala,1370.0,2.0,125.0,2.0
4541,Koramangala,1100.0,2.0,85.0,2.0
4542,Koramangala,1249.0,2.0,165.0,2.0
4543,Koramangala,1200.0,2.0,100.0,2.0
4544,Koramangala,1720.0,2.0,130.0,2.0
4545,Koramangala,2223.0,3.0,300.0,3.0
4546,Koramangala,1744.0,4.0,210.0,4.0
4547,Koramangala,1866.0,4.0,245.0,4.0
4548,Koramangala,1320.0,2.0,160.0,2.0
4549,Koramangala,1350.0,2.0,103.0,2.0
4550,Koramangala,6000.0,4.0,625.0,4.0
4551,Koramangala,1642.0,2.0,115.0,2.0
4552,Koramangala,1320.0,2.0,160.0,2.0
4553,Koramangala,1710.0,3.0,210.0,3.0
4554,Koramangala,1355.0,2.0,95.0,2.0
4555,Koramangala,1600.0,3.0,170.0,3.0
4556,Koramangala,1260.0,2.0,100.0,2.0
4557,Koramangala,1910.0,4.0,150.0,4.0
4558,Koramangala,1600.0,2.0,140.0,2.0
4572,Kothanur,2400.0,2.0,150.0,2.0
4573,Kothanur,1828.0,3.0,110.0,3.0
4576,Kothanur,1847.0,3.0,105.0,3.0
4581,Kothanur,1847.0,3.0,110.0,3.0
4586,Kothanur,1790.0,3.0,105.0,3.0
4593,Kothanur,627.0,1.0,30.0,1.0
4595,Kothanur,1760.0,3.0,111.0,3.0
4597,Kothanur,1500.0,1.0,75.0,1.0
4599,Kothanur,1790.0,3.0,97.0,3.0
4601,Kothanur,1786.0,2.0,106.0,2.0
4602,Kothanur,1787.0,3.0,107.0,3.0
4604,Kothanur,1760.0,3.0,110.0,3.0
4617,Kothanur,1787.0,3.0,120.0,3.0
4620,Kothanur,1790.0,3.0,105.0,3.0
4623,Kothanur,1170.0,3.0,80.0,3.0
4626,Kothanur,1790.0,3.0,120.0,3.0
4647,Kudlu,2100.0,3.0,114.0,3.0
4649,Kudlu,720.0,1.0,33.0,1.0
4653,Kudlu Gate,1535.0,3.0,83.0,3.0
4654,Kudlu Gate,1535.0,3.0,85.0,3.0
4656,Kudlu Gate,1535.0,3.0,86.0,3.0
4657,Kudlu Gate,1564.0,2.0,92.0,2.0
4660,Kudlu Gate,1335.0,3.0,89.0,3.0
4661,Kudlu Gate,703.0,1.0,52.0,1.0
4662,Kudlu Gate,1535.0,3.0,86.0,3.0
4663,Kudlu Gate,1532.0,3.0,83.0,3.0
4672,Kudlu Gate,1547.0,2.0,103.0,2.0
4673,Kudlu Gate,1336.0,2.0,86.0,2.0
4674,Kudlu Gate,1919.0,3.0,121.0,3.0
4676,Kudlu Gate,1535.0,3.0,85.0,3.0
4677,Kudlu Gate,1850.0,3.0,120.0,3.0
4678,Kudlu Gate,940.0,2.0,69.57,2.0
4680,Kudlu Gate,1164.0,2.0,75.0,2.0
4682,Kudlu Gate,1183.0,2.0,79.54,2.0
4683,Kudlu Gate,1850.0,3.0,110.0,3.0
4685,Kudlu Gate,1183.0,2.0,79.54,2.0
4689,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4690,Kumaraswami Layout,1270.0,4.0,128.0,4.0
4692,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4696,Kumaraswami Layout,850.0,1.0,78.0,1.0
4698,Kumaraswami Layout,1310.0,2.0,85.0,2.0
4702,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4703,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4704,Kundalahalli,1724.0,3.0,125.0,3.0
4706,Kundalahalli,735.0,2.0,57.99,2.0
4707,Kundalahalli,1047.0,2.0,82.0,2.0
4708,Kundalahalli,1397.0,3.0,105.0,3.0
4709,Kundalahalli,1724.0,3.0,127.0,3.0
4711,Kundalahalli,1397.0,3.0,110.0,3.0
4712,Kundalahalli,1397.0,3.0,104.0,3.0
4713,Kundalahalli,1397.0,3.0,108.0,3.0
4714,Kundalahalli,1920.0,3.0,150.0,3.0
4715,Kundalahalli,1397.0,3.0,105.0,3.0
4717,Kundalahalli,1724.0,3.0,124.0,3.0
4718,Kundalahalli,1047.0,2.0,84.0,2.0
4719,Kundalahalli,1047.0,2.0,83.0,2.0
4720,Kundalahalli,7000.0,4.0,550.0,4.0
4721,Kundalahalli,2075.0,3.0,115.0,3.0
4723,Kundalahalli,1047.0,2.0,82.62,2.0
4724,Kundalahalli,1047.0,2.0,91.0,2.0
4725,Kundalahalli,1724.0,3.0,146.0,3.0
4726,Kundalahalli,1600.0,3.0,170.0,3.0
4728,Kundalahalli,1724.0,3.0,125.0,3.0
4730,Kundalahalli,1047.0,2.0,89.0,2.0
4731,Kundalahalli,2500.0,5.0,245.0,5.0
4732,Kundalahalli,1397.0,3.0,105.0,3.0
4733,Kundalahalli,1800.0,3.0,110.0,3.0
4734,Kundalahalli,1047.0,2.0,72.0,2.0
4736,Kundalahalli,3092.0,4.0,230.0,4.0
4737,Kundalahalli,1065.0,2.0,70.0,2.0
4738,Kundalahalli,1724.0,3.0,146.0,3.0
4739,Kundalahalli,1047.0,2.0,91.0,2.0
4740,Kundalahalli,1724.0,3.0,128.0,3.0
4741,Kundalahalli,1315.0,2.0,74.0,2.0
4742,Kundalahalli,2100.0,3.0,150.0,3.0
4743,Kundalahalli,1724.0,3.0,125.0,3.0
4744,Kundalahalli,1724.0,3.0,140.0,3.0
4745,Kundalahalli,1175.0,2.0,65.0,2.0
4748,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4749,LB Shastri Nagar,665.0,1.0,32.0,1.0
4751,LB Shastri Nagar,1400.0,2.0,80.0,2.0
4754,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4757,Laggere,1200.0,3.0,130.0,3.0
4758,Laggere,1200.0,1.0,125.0,1.0
4759,Laggere,1200.0,2.0,75.0,2.0
4760,Laggere,620.0,2.0,48.0,2.0
4761,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4762,Lakshminarayana Pura,1600.0,2.0,108.0,2.0
4763,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4764,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4765,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4766,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4767,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4768,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
